CL,SCL,ORD,Fam,GEN,SP,REF,NEWREF,FAMLAB,GENLAB,SPLAB,COD,DISPCAT,DISP,MEGAFAUNA,AREA,HABIT,FRUIT,COLOR,COMPCOLOR,LENG,DIAM,FRFM,PDM,SDM,SEEDS,SEEDM,RY,KJG,KJFR,PCW,LIP,PRO,NSC,ASH,FIB,REFERENCE,,,Growth habit,Fruit type,Color,CompColor,Disperser type category,Disperser type,Area
Magnoliopsida,Asteridae,Ericales,Myrsinaceae,Rapanea,melanophloeos,61,8,MYRSINAC,Rapanea,melanoph,RMEL,Mixed,,No,Africa,,Drupe1,,,6.0,6.0,,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Myrsinaceae,Maesa,lanceolata,61,8,MYRSINAC,Maesa,lanceola,MLAN,Mixed,,No,Africa,,Berry1,,,6.0,6.0,,,,,,,,,,,,,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Myrsinaceae,Ardisia,revoluta1,6,12,MYRSINAC,Ardisia,revoluta,AREV,Birds,,No,NTAmerica,,Drupe1,,,,,0.353,0.036,0.050,1.0,0.0500,10.1,18.63,0.61,86.2,0.033,0.096,0.733,0.079,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Myrsinaceae,Ardisia,palmana,25,45,MYRSINAC,Ardisia,palmana,APAL,Birds,,No,NTAmerica,,Drupe1,,,,13.0,0.100,0.019,0.006,1.0,,9.1,6.28,0.12,88.0,0.026,0.006,0.306,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Myrsinaceae,Embelia,sp.1,43,4,MYRSINAC,Embelia,sp.1,ESP1,Birds,,No,Australasia,,Aril,,,4.7,4.7,0.070,0.010,,,,14.0,,,80.6,0.119,0.032,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Myrsinaceae,Ardisia,revoluta2,38,49,MYRSINAC,Ardisia,revoluta,AREV,Birds,,No,NTAmerica,,Drupe1,,,,8.9,,0.049,0.035,1.0,,14.7,17.50,0.86,75.0,0.068,0.031,0.848,0.053,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Jasminum,abyssinicum,61,8,OLEACEAE,Jasminum,abyssini,JABY,Birds,,No,Africa,,Drupe1,,,14.0,14.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Ligustrum,sinense,63,28,OLEACEAE,Ligustru,sinense,LSIN,Birds,,No,NAmerica,,Drupe1,,,,6.2,,,,,,,19.04,,,,0.048,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Olea,capensis1,36,43,OLEACEAE,Olea,capensis1,OCAP1,Birds,Mixed birds,No,Africa,Tree,Drupe1,,,15.5,13.9,0.870,,,,,,14.40,,,0.010,0.042,0.796,0.038,0.115,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Chionanthus,peglerae,36,43,OLEACEAE,Chionant,peglerae,CPEG,Mixed,,No,Africa,,Drupe1,,,,,,,,,,,13.14,,,0.023,0.046,0.694,0.030,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Olea,africana,61,8,OLEACEAE,Olea,africana,OAFR,Mixed,Mixed birds,No,Africa,Tree,Drupe1,,,12.0,9.0,,,,,,,,,,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Jasminum,fruticans,0,17,OLEACEAE,Jasminum,frutican,JFRU,Birds,Small birds,No,MEurope,Shrub,Drupe1,Red,Monocolor,7.3,6.9,0.237,0.039,0.032,1.2,0.0270,16.5,18.08,0.71,69.9,0.074,0.048,0.539,0.039,0.313,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Chionanthus,battiscombei,61,8,OLEACEAE,Chionant,battisco,CBAT,Birds,,No,Africa,,Drupe1,,,26.5,20.0,,,,,,,,,,,,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Phillyrea,latifolia,0,17,OLEACEAE,Phillyre,latifoli,PLAT,Birds,Small birds,No,MEurope,Tree,Drupe1,Blue,Monocolor,7.1,7.5,0.259,0.042,0.054,1.0,0.0540,16.0,17.12,0.71,63.0,0.031,0.023,0.868,0.022,0.056,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Ligustrum,vulgare,0,17,OLEACEAE,Ligustru,vulgare,LVUL,Birds,Small birds,No,MEurope,Shrub,Drupe1,Black,Monocolor,7.1,6.1,0.163,0.018,0.024,1.1,0.0220,11.0,17.08,0.31,74.0,0.033,0.059,0.738,0.047,0.137,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Olea,europaea,0,17,OLEACEAE,Olea,europaea,OEUR,Birds,Mixed birds,No,MEurope,Tree,Drupe1,Black,Monocolor,11.8,8.8,0.620,0.090,0.221,1.0,0.2210,14.6,26.37,2.38,49.7,0.419,0.079,0.332,0.016,0.159,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Chionanthus,ramifolia,43,4,OLEACEAE,Chionant,ramifoli,CRAM,Mixed,,No,Australasia,,Drupe1,,,15.6,10.9,2.760,0.538,,,,19.5,,,73.5,0.015,0.044,,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Notolaea,ligustrina,70,14,OLEACEAE,Notolaea,ligustri,NLIG,Birds,,No,Australasia,,Drupe1,,,,,0.761,0.124,0.095,1.1,0.0860,16.3,12.41,1.54,78.7,0.147,0.024,0.365,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Phillyrea,angustifolia,0,17,OLEACEAE,Phillyre,angustif,PANG,Birds,Small birds,No,MEurope,Shrub,Drupe1,Blue,Monocolor,5.2,5.2,0.081,0.013,0.029,1.0,0.0290,16.1,17.20,0.22,47.8,0.023,0.029,0.884,0.011,0.056,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Oleaceae,Olea,capensis2,61,8,OLEACEAE,Olea,capensis2,OCAP2,Mixed,Mixed birds,No,Africa,Tree,Drupe1,,,20.0,12.0,,,,,,,,,,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Rutidea,fuscescens,61,8,RUBIACEA,Rutidea,fuscesce,RFUS,Mixed,,No,Africa,,Drupe1,,,8.5,8.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Nauclea,diderrichii,40,41,RUBIACEA,Nauclea,diderric,NDID,Mixed,,No,Africa,,Berry1,,,,,,,,,,,17.43,,82.0,0.035,0.030,0.924,0.011,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Aidia,aff.racemosa,73,31,RUBIACEA,Aidia,aff.race,ARAC,Birds,,No,Australasia,,Drupe2,,,,,0.080,,,1.7,,,,,,,0.059,,,0.358,"O'Dowd, D.J. and P.S. Lake (1991)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Rutidea,orientalis,61,8,RUBIACEA,Rutidea,oriental,RORI,Birds,,No,Africa,,Drupe1,,,8.0,8.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Coprosma,grandiflora,33,47,RUBIACEA,Coprosma,grandifl,CGRA,Mixed,,No,Australasia,,Drupe1,,,,,0.240,0.010,0.005,,,4.2,,,92.0,,,,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Coussarea,austin-smithii,25,45,RUBIACEA,Coussare,austin-s,CAUS,Birds,,No,NTAmerica,,Berry1,,,,17.0,1.900,0.066,0.048,,,3.5,,,94.0,,0.021,,,,"Wheelwright, N.T., W.A. Haber, K.G. Murray and C. Guindon (1984)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Rytigynia,adenodonta,61,8,RUBIACEA,Rytigyni,adenodon,RADE,Birds,,No,Africa,,Drupe1,,,5.0,5.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Unident.Rubi.1,species,38,49,RUBIACEA,Unidenti,species,RUBI,Birds,,No,NTAmerica,,Berry1,,,5.3,7.7,0.113,0.010,0.021,2.0,0.0130,8.7,,,73.1,,,,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Canthium,cf.Brevipes,39,3,RUBIACEA,Canthium,cf.Brevi,CBRE,Birds,,No,Australasia,,Berry1,,,12.0,12.0,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Coprosma,quadrifida,70,14,RUBIACEA,Coprosma,quadrifi,CQUA,Birds,,No,Australasia,,Drupe1,,,,,0.044,0.003,0.003,2.0,0.0010,6.8,8.41,0.02,90.1,0.050,0.035,0.344,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Galiniera,coffeoides,61,8,RUBIACEA,Galinier,coffeoid,GCOF,Birds,,No,Africa,,Drupe1,,,12.0,12.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Oxyanthus,speciosus,36,43,RUBIACEA,Oxyanthu,speciosu,OSPE,Mixed,,No,Africa,,Berry1,,,,,,,,,,,11.51,,,0.019,0.052,0.593,0.042,0.296,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Tricalysia,acocantheroides,61,8,RUBIACEA,Tricalys,acocanth,TACO,Birds,,No,Africa,,Drupe1,,,7.0,6.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Hamelia,nodosa,3,46,RUBIACEA,Hamelia,nodosa,HNOD,Birds,,No,NTAmerica,,Drupe1,,,,,,,,,,,17.45,,90.0,0.069,0.083,0.773,0.075,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Rubia,peregrina,0,17,RUBIACEA,Rubia,peregrin,RPER,Birds,,No,MEurope,,Berry1,,,5.8,6.1,0.101,0.012,0.011,1.2,0.0090,12.1,18.17,0.22,76.9,0.099,0.052,0.645,0.059,0.148,"Izhaki, I. and U.N. Safriel (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Relbunium,hypocarpium,38,49,RUBIACEA,Relbuniu,hypocarp,RHYP,Birds,,No,NTAmerica,,Berry1,,,3.5,3.6,0.014,0.004,0.004,1.7,0.0030,25.7,,,41.9,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Rubia,tenuifolia,68,21,RUBIACEA,Rubia,tenuifol,RTEN,Birds,,No,MEurope,,Berry1,,,,,,,,,,,18.75,,83.8,0.164,0.031,0.696,,0.049,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Faramea,occidentalis,3,46,RUBIACEA,Faramea,occident,FOCC,Mixed,,No,NTAmerica,,Drupe1,,,,,,,,,,,17.24,,84.5,0.034,0.182,0.718,0.068,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Nertera,granadensis,38,49,RUBIACEA,Nertera,granaden,NGRA,Birds,,No,NTAmerica,,Berry1,,,6.2,5.6,0.009,0.003,0.008,1.6,0.0040,34.4,,,72.9,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,marginata1,3,46,RUBIACEA,Psychotr,marginat1,PMAR1,Birds,,No,NTAmerica,,Drupe1,,,,,0.039,0.004,0.006,,,10.3,,,,,,,,,"Worthington, A.H. (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Coffea,ligustroides,61,8,RUBIACEA,Coffea,ligustro,CLIG,Birds,,No,Africa,,Drupe1,,,11.5,7.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,limonensis,3,46,RUBIACEA,Psychotr,limonens,PLIM,Birds,,No,NTAmerica,,Drupe1,,,,,0.186,0.016,0.006,,,8.6,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Amaioua,guianensis,71,9,RUBIACEA,Amaioua,guianens,AGUI,Birds,,No,NTAmerica,,Berry1,,,13.0,13.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Guettarda,macrantha,60,2,RUBIACEA,Guettard,macranth,GMAC,Mammals,,No,NTAmerica,,Drupe1,,,7.0,12.0,,,,,,,,,,,,,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,horizontalis,35,48,RUBIACEA,Psychotr,horizont,PHOR,Birds,,No,NTAmerica,,Drupe2,,,,,0.082,0.005,0.018,2.0,0.0090,6.1,15.45,0.07,91.7,,0.010,,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Vangueria,infausta,36,43,RUBIACEA,Vangueri,infausta,VINF,Mixed,,No,Africa,,,,,,,,,,,,,13.98,,,0.004,0.037,0.789,0.038,0.132,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Palicourea,calophylla,71,9,RUBIACEA,Palicour,calophyl,PCAL,Birds,,No,NTAmerica,,Berry1,,,9.0,8.0,,,,,,,,,,,,,,,"Worthington, A.H. (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Canthium,coprosmoides,43,4,RUBIACEA,Canthium,coprosmo,CCOP,Birds,,No,Australasia,,Berry1,,,8.8,7.0,0.410,0.077,,,,18.8,,,72.7,0.008,0.082,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Putoria,calabrica,0,17,RUBIACEA,Putoria,calabric,PCAL,Birds,,No,MEurope,,Drupe1,,,5.4,3.7,0.033,0.003,0.006,2.0,0.0030,9.1,,,73.9,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Canthium,gueinzii,61,8,RUBIACEA,Canthium,gueinzii,CGUE,Mixed,,No,Africa,,Drupe1,,,14.0,10.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,mahonii,61,8,RUBIACEA,Psychotr,mahonii,PMAH,Birds,,No,Africa,,Drupe1,,,6.0,6.0,,,,,,,,,,,,,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,deflexa,35,48,RUBIACEA,Psychotr,deflexa,PDEF,Birds,,No,NTAmerica,,Drupe2,,,,,0.117,0.006,0.011,2.0,0.0050,5.1,15.15,0.09,94.6,,0.013,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Chassalia,parviflora,61,8,RUBIACEA,Chassali,parvifol,CPAR,Birds,,No,Africa,,Drupe1,,,5.5,5.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Mussaenda,sp.1,40,41,RUBIACEA,Mussaend,sp.1,MSP1,Mixed,,No,Africa,,Berry1,,,,,,,,,,,18.04,,82.0,0.035,0.035,0.955,0.010,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Tricalysia,verdcourtiana,61,8,RUBIACEA,Tricalys,verdcour,TVER,Birds,,No,Africa,,Drupe1,,,7.0,7.0,,,,,,,,,,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,zombamontana,61,8,RUBIACEA,Psychotr,zombamon,PZOM,Birds,,No,Africa,,Drupe1,,,6.0,6.0,,,,,,,,,,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,vogeliana,75,35,RUBIACEA,Psychotr,vogelian,PVOG,Birds,,No,Africa,,Drupe2,,,,,,,,,,,,,95.0,0.009,0.041,0.560,,0.105,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,marginata2,35,48,RUBIACEA,Psychotr,marginat2,PMAR2,Birds,,No,NTAmerica,,Drupe2,,,,,0.164,0.012,0.032,2.0,0.0160,7.3,16.20,0.19,90.8,,0.010,0.388,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Antirhea,tenuiflora,43,4,RUBIACEA,Antirhea,tenuiflo,ATEN,Birds,,No,Australasia,,Berry1,,,14.8,11.5,0.520,0.049,,,,9.5,,,89.3,0.006,0.059,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Palicourea,elliptica,35,48,RUBIACEA,Palicour,elliptic,PELL,Birds,,No,NTAmerica,,Drupe2,,,,,0.127,0.008,0.043,2.0,0.0210,6.3,18.29,0.15,90.2,,0.021,,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Aulacocalyx,diervilloides,61,8,RUBIACEA,Aulacoca,diervill,ADIE,Birds,,No,Africa,,Berry1,,,8.0,8.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Pavetta,puberula,75,35,RUBIACEA,Pavetta,puberula,PPUV,Mixed,,No,Africa,,Drupe2,,,,,,,,,,,,,55.6,0.010,0.101,0.219,,0.167,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Psychotria,ealaensis,61,8,RUBIACEA,Psychotr,ealaensi,PEAL,Birds,,No,Africa,,Drupe1,,,8.5,8.5,,,,,,,,,,,,,,,"Worthington, A.H. (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Posoqueria,latifolia,60,2,RUBIACEA,Posoquer,latifoli,PLAT,Mixed,,No,NTAmerica,,Drupe1,,,40.0,50.5,,,,,,,,,81.5,,0.009,0.651,,,"Worthington, A.H. (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Coprosma,hirtella,70,14,RUBIACEA,Coprosma,hirtella,CHIR,Birds,,No,Australasia,,Drupe1,,,,,0.831,0.046,0.101,2.1,0.0480,5.5,9.07,0.42,92.7,0.098,0.041,0.263,,,"Williams, C.K. (1982)",,,,,,,,,
Magnoliopsida,Asteridae,Gentianales,Rubiaceae,Unident.Rubi.2,SEGC291,75,35,RUBIACEA,Noid.,SEGC291,R291,Birds,,No,Africa,,Berry2,,,,,,,,,,,,,66.5,0.056,0.089,0.124,,0.379,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Planchonella,nitida,73,31,SAPOTACE,Planchon,nitida,PNIT,Birds,,No,Australasia,,Berry1,,,,,7.630,,,2.3,,,,,,,,,,,"O'Dowd, D.J. and P.S. Lake (1991)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Bequaertiodendron,natalense,61,8,SAPOTACE,Bequaert,natalens,BNAT,Birds,,No,Africa,,Berry1,,,20.0,14.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Mastichodendron,capiri,38,49,SAPOTACE,Masticho,capiri,MCAP,Mixed,Mixed,No,NTAmerica,,Drupe1,,,23.3,20.6,4.510,1.104,0.271,1.0,0.2710,24.5,,,69.5,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Sideroxylon,inerme2,10,15,SAPOTACE,Sideroxy,inerme1,SINE1,Mixed,Mixed,No,Africa,,Drupe1,,,,,0.514,0.094,0.057,1.0,0.0570,18.3,18.92,1.78,70.7,0.058,0.058,0.837,0.047,0.044,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Chrysophyllum,viridifolium,36,43,SAPOTACE,Chrysoph,viridifo,CVIR,Mammals,,No,Africa,,Berry2,,,15.9,11.2,0.450,,,5.0,,,17.33,,,0.085,0.066,0.778,0.027,0.046,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Mimusops,caffra2,10,15,SAPOTACE,Mimusops,caffra1,MCAF1,Mixed,Mixed,No,Africa,,Drupe1,,,,,1.794,0.523,0.108,1.0,0.1080,29.2,17.83,9.33,64.8,0.020,0.028,0.909,0.043,0.063,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Planchonella,obvoidea,43,4,SAPOTACE,Planchon,obvoidea,POBV,Mixed,Mixed,No,Australasia,,Berry2,,,19.6,11.7,1.500,0.188,,,,12.5,,,69.5,0.120,0.146,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Chrysophyllum,gorungosanum,61,8,SAPOTACE,Chrysoph,gorungos,CGOR,Mammals,,No,Africa,,Berry1,,,32.5,32.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Mimusops,caffra1,36,43,SAPOTACE,Mimusops,caffra2,MCAF2,Mixed,Mixed,No,Africa,,Drupe1,,,,,,,,1.0,,,15.36,,,0.020,0.028,0.846,0.043,0.063,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Aningeria,adolfi-friedericii,61,8,SAPOTACE,Aningeri,adolfi-f,AADO,Mammals,,No,Africa,,Berry1,,,37.5,30.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Richardella,macrophylla,60,2,SAPOTACE,Richarde,macrophy,RMAC,Mixed,Mixed,No,NTAmerica,,Berry2,,,30.0,40.0,,,,,,,8.50,,87.0,0.057,0.041,0.326,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Microphilis,guianensis,71,9,SAPOTACE,Microphi,guianens,MGUI,Mixed,Mixed,No,NTAmerica,,Berry2,,,16.0,13.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Sideroxylon,inerme1,36,43,SAPOTACE,Sideroxy,inerme2,SINE2,Mixed,Mixed,No,Africa,,Drupe1,,,6.1,5.8,0.140,,,1.0,,,16.45,,,0.111,0.100,0.634,0.103,0.053,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Mimusops,obovata,36,43,SAPOTACE,Mimusops,obovata,MABO,Mixed,Mixed,No,Africa,,Drupe1,,,12.6,6.2,0.260,,,1.0,,,15.82,,,0.027,0.044,0.840,0.041,0.048,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Manilkara,cf.Bidentata,71,9,SAPOTACE,Manilkar,cf.Biden,MBID,Mixed,Mixed,No,NTAmerica,,Berry2,,,26.0,16.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Ericales,Sapotaceae,Synsepalum,longechneatum,40,41,SAPOTACE,Synsepal,longechn,SLON,Mixed,Mixed,No,Africa,,Berry2,,,,,,,,,,,20.37,,83.0,0.160,0.060,0.769,0.011,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Asteridae,Lamiales,Scrophulariaceae,Halleria,lucida,61,8,SCROPHUL,Halleria,lucida,HLUC,Birds,,No,Africa,,Berry1,,,15.0,12.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanum,brenesii,58,7,SOLANACE,Solanum,brenesii,SBRE,Mixed,,No,NTAmerica,,Berry2,,,,,,,,,,,4.52,,83.5,0.001,0.079,0.179,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanum,viride,43,4,SOLANACE,Solanum,viride,SVIR,Mixed,,No,Australasia,,Berry2,,,7.0,7.0,0.170,0.020,,,,11.9,,,73.6,0.064,0.136,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanum,argenteum,58,7,SOLANACE,Solanum,argenteu,SARG,Mixed,,No,NTAmerica,,Berry2,,,,,,,,,,,6.70,,82.6,0.000,0.136,0.246,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanum,trizygum,58,7,SOLANACE,Solanum,trizygum,STRI,Mixed,,No,NTAmerica,,Berry2,,,,,,,,,,,4.77,,92.4,0.007,0.122,0.133,,,"Dinerstein, E. (1986)",,,,,,,,,
Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanum,accrescens,58,7,SOLANACE,Solanum,accresce,SACC,Mixed,,No,NTAmerica,,Berry2,,,,,,,,,,,6.49,,83.7,0.000,0.088,0.288,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Asteridae,Solanales,Solanaceae,Solanum,dulcamara2,19,36,SOLANACE,Solanum,dulcamar2,SDUL2,Mixed,,No,NAmerica,,Berry2,,,10.0,,0.432,,,,,,17.12,,88.0,,0.050,,,,"Viljoen, S. (1983)",,,,,,,,,
