CL,SCL,ORD,Fam,GEN,SP,REF,NEWREF,FAMLAB,GENLAB,SPLAB,COD,DISPCAT,DISP,MEGAFAUNA,AREA,HABIT,FRUIT,COLOR,COMPCOLOR,LENG,DIAM,FRFM,PDM,SDM,SEEDS,SEEDM,RY,KJG,KJFR,PCW,LIP,PRO,NSC,ASH,FIB,REFERENCE,,,Growth habit,Fruit type,Color,CompColor,Disperser type category,Disperser type,Area
Magnoliopsida,Rosidae,Sapindales,Simaroubaceae,Irvingia,gabonensis,75,35,SIMAROUB,Irvingia,gabonens,IGAB,Mixed,Mixed,No,Africa,,Drupe1,,,,,,,,,,,,,86.0,0.011,0.052,0.452,,0.106,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Simaroubaceae,Simarouba,amara2,60,2,SIMAROUB,Simaroub,amara2,SAMA2,Mixed,Mixed,No,NTAmerica,,Drupe1,,,15.0,6.0,,,,,,,,,,,,,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Thymelaeaceae,Daphne,laureola,0,17,THYMELAE,Daphne,laureola,DLAU,Birds,Small birds,No,MEurope,Shrub,Drupe1,Black,Monocolor,9.4,6.4,0.204,0.022,0.022,1.0,0.0220,10.6,16.24,0.35,78.8,0.015,0.052,0.787,0.061,0.088,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Thymelaeaceae,Daphne,oleoides,0,17,THYMELAE,Daphne,oleoides,DOLE,Birds,Small birds,No,MEurope,Shrub,Drupe1,Orange,Monocolor,5.9,4.9,0.089,0.011,0.007,1.0,0.0070,12.0,17.29,0.18,81.0,0.051,0.090,0.734,,0.075,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Malvales,Thymelaeaceae,Daphne,gnidium,0,17,THYMELAE,Daphne,gnidium,DGNI,Birds,Small birds,No,MEurope,Shrub,Drupe1,Orange,Monocolor,6.2,5.0,0.102,0.010,0.009,1.0,0.0090,9.3,16.91,0.16,81.9,0.026,0.079,0.805,0.035,0.056,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Ulmaceae,Celtis,australis,0,17,ULMACEAE,Celtis,australi,CAUS,Mixed,,No,MEurope,Tree,Drupe1,Blue,Monocolor,10.1,8.9,0.509,0.222,0.134,1.0,0.1340,43.7,16.49,3.67,24.1,0.009,0.037,0.815,0.049,0.106,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Ulmaceae,Trema,orientalis1,10,15,ULMACEAE,Trema,oriental1,TORI1,Mixed,,No,Africa,,Drupe1,,,,,0.021,0.006,0.002,1.0,0.0020,28.6,30.14,0.18,62.5,0.476,0.150,0.275,0.099,0.069,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Ulmaceae,Celtis,gomphophylla,61,8,ULMACEAE,Celtis,gomphoph,CGOM,Birds,,No,Africa,,Drupe1,,,9.0,6.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Ulmaceae,Celtis,sp.,63,28,ULMACEAE,Celtis,sp.,CSPP,Mixed,,No,NAmerica,,Drupe1,,,,8.2,0.228,,,,,,16.49,,,,0.046,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Ulmaceae,Trema,orientalis3,36,43,ULMACEAE,Trema,oriental3,TORI3,Mixed,,No,Africa,,Drupe1,,,,,,,,,,,23.86,,,0.476,0.150,0.206,0.099,0.069,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Ulmaceae,Celtis,occidentalis,37,22,ULMACEAE,Celtis,occident,COCC,Mixed,,No,NAmerica,,Drupe1,,,,9.8,0.443,0.127,,1.0,,28.7,18.58,2.36,48.0,0.004,0.035,0.116,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Ulmaceae,Trema,orientalis2,61,8,ULMACEAE,Trema,oriental2,TORI2,Birds,,No,Africa,,Drupe1,,,4.0,4.0,,,,,,,,,,,,,,,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Ulmaceae,Celtis,africana,61,8,ULMACEAE,Celtis,africana,CAFR,Mixed,,No,Africa,,Drupe1,,,6.0,6.0,,,,,,,,,,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Cecropia,scyalophilla,60,2,URTICACE,Cecropia,scyaloph,CSCY,Mixed,,No,NTAmerica,,Catkin,,,,,,,,,,,,,75.0,,0.007,0.227,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Cecropia,peltata2,22,18,URTICACE,Cecropia,peltata,CPEL,Mixed,,No,NTAmerica,,Catkin,,,,,,,,,,,16.99,,73.0,0.023,0.050,0.869,,,"Hladik, A. and C.M. Hladik (1969)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Urera,hypselodendron,61,8,URTICACE,Urera,hypselod,UHYP,Birds,,No,Africa,,Drupe1,,,3.5,3.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Cecropia,obtusa,60,2,URTICACE,Cecropia,obtusa,COBT,Mixed,,No,NTAmerica,,Catkin,,,,,,,,,,,,,70.7,,0.005,0.270,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Cecropia,obtusifolia,34,11,URTICACE,Cecropia,obtusifo,COBT,Mixed,,No,NTAmerica,,Catkin,,,,,,,,2792.0,,,13.06,,,0.073,0.096,0.404,0.054,0.377,"Estrada, A., R. Coates-Estrada and C. Vázquez-Yanes (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Cecropia,peltata1,34,11,URTICACE,Cecropia,peltata,CPEL,Mixed,,No,NTAmerica,,Catkin,,,,,,,,,,,9.50,,,0.014,0.041,0.488,0.065,0.237,"Estrada, A., R. Coates-Estrada and C. Vázquez-Yanes (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Myrianthus,holstii,61,8,URTICACE,Myrianth,holstii,MHOL,Mammals,,No,Africa,,Berry1,,,75.0,75.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Cecropia,palmata,60,2,URTICACE,Cecropia,palmata,CPAL,Mixed,,No,NTAmerica,,Catkin,,,,,,,,,,,,,60.0,,0.010,0.147,,,"Atramentowicz, M. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Cecropia,eximia,3,46,URTICACE,Cecropia,eximia,CEXI,Mixed,,No,NTAmerica,,Other,,,,,5.150,0.299,0.499,,,5.8,,,,,,,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Urticaceae,Musanga,cecropioides,40,41,URTICACE,Musanga,cecropio,MCEC,Mixed,,No,Africa,,Catkin,,,,,,,,,,,20.39,,80.0,0.165,0.030,0.792,0.013,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,sicyoides,38,49,VITACEAE,Cissus,sicyoide,CSIC,Birds,,No,NTAmerica,,Drupe1,,,8.1,10.2,0.570,0.047,0.050,1.0,0.0500,8.3,,,83.0,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,kilimandscharicum,61,8,VITACEAE,Cissus,kilimand,CKIL,Birds,,No,Africa,,Berry1,,,9.5,9.5,,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,sp.IF-10,75,35,VITACEAE,Cissus,sp.IF-10,CISP,Mixed,,No,Africa,,Drupe1,,,,,,,,,,,,,88.4,0.024,0.055,0.131,,0.276,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Vitis,aestivalis,19,36,VITACEAE,Vitis,aestival,VAES,Mixed,,No,NAmerica,Liana,Drupe2,,,8.5,,0.208,,,,,,16.99,,91.0,,,,,,"Levey, D.J. and W.H. Karasov (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Vitis,vulpina,37,22,VITACEAE,Vitis,vulpina,VVUL,Mixed,,No,NAmerica,Liana,Drupe2,,,,7.7,0.277,0.035,,1.6,,12.6,18.38,0.65,84.6,0.008,0.022,0.124,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,masukuense,61,8,VITACEAE,Cissus,masukuen,CMAS,Birds,,No,Africa,,Berry1,,,10.0,10.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Vitis,sp.,76,26,VITACEAE,Vitis,sp.,VISP,Birds,,No,NAmerica,Liana,Drupe1,,,,,,,,1.0,,,17.60,1.25,81.0,,0.064,0.681,0.038,,"Sherburne, J.A. (1972)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,sterculifolius,43,4,VITACEAE,Cissus,sterculi,CSTE,Birds,,No,Australasia,,Berry2,,,13.6,9.7,0.700,0.114,,,,16.3,,,69.3,0.297,0.106,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,hypoglauca2,43,4,VITACEAE,Cissus,hypoglau2,CHYP2,Birds,,No,Australasia,,Berry2,,,11.7,10.4,0.900,,,,,,,,,,,,,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Vitis,vinifera,0,17,VITACEAE,Vitis,vinifera,VVIN,Mixed,,No,MEurope,Liana,Drupe1,,,10.1,9.8,0.640,0.133,0.050,1.8,0.0280,20.8,16.79,2.23,71.4,0.017,0.024,0.868,0.025,0.065,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,hypoglauca1,39,3,VITACEAE,Cissus,hypoglau1,CHYP1,Birds,,No,Australasia,,Drupe1,,,18.0,10.0,,,,,,,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Parthenocissus,quinquefolia,37,22,VITACEAE,Partheno,quinquef,PQUI,Birds,,No,NAmerica,,Berry1,,,,7.5,0.254,0.027,,2.1,,10.6,23.40,0.63,84.7,0.257,0.038,0.111,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,vandenbrandeanum,61,8,VITACEAE,Cissus,vandenbr,CVAN,Birds,,No,Africa,,Berry1,,,9.5,9.5,,,,,,,,,,,,,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Cissus,dinklagei,40,41,VITACEAE,Cissus,dinklage,CDIN,Mixed,,No,Africa,,Drupe2,,,,,,,,,,,19.21,,89.0,0.110,0.015,0.869,0.006,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Vitales,Vitaceae,Rhoicissus,tridentata,61,8,VITACEAE,Rhoiciss,tridenta,RTRI,Birds,,No,Africa,,Berry1,,,14.5,14.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Liliopsida,Arecidae,Alismatales,Araceae,Anthurium,brownii,35,48,ARACEAE,Anthuriu,brownii,ABRO,Birds,,No,NTAmerica,,Drupe2,,,,,0.107,0.015,0.032,2.0,0.0160,14.1,16.41,0.25,79.4,,,0.433,,,"Worthington, A.H. (1989)",,,,,,,,,
Liliopsida,Arecidae,Alismatales,Araceae,Arum,italicum,0,17,ARACEAE,Arum,italicum,AITA,Birds,Small birds,No,MEurope,,Drupe2,Red,Monocolor,11.1,9.2,0.387,0.052,0.083,2.2,0.0380,13.3,16.28,0.84,65.1,0.022,0.066,0.766,0.067,0.079,"Herrera, C.M. (1987)",,,,,,,,,
Liliopsida,Arecidae,Alismatales,Araceae,Anthurium,clavigerum,35,48,ARACEAE,Anthuriu,claviger,ACLA,Birds,,No,NTAmerica,,Drupe2,,,,,0.079,0.013,0.015,2.0,0.0070,16.4,16.32,0.21,79.7,,0.013,0.433,,,"Worthington, A.H. (1989)",,,,,,,,,
Liliopsida,Arecidae,Alismatales,Araceae,Xanthosoma,microrhiza,58,7,ARACEAE,Xanthoso,microrhi,XMIC,Mixed,,No,NTAmerica,,Berry2,,,,,,,,,,,8.25,,88.4,0.020,0.109,0.321,,,"Dinerstein, E. (1986)",,,,,,,,,
Liliopsida,Arecidae,Alismatales,Araceae,Pothos,loureirii,43,4,ARACEAE,Pothos,loureiri,PLOU,Birds,,No,Australasia,,Drupe2,,,13.8,9.2,,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Liliopsida,Arecidae,Alismatales,Araceae,Arisaema,triphyllum,37,22,ARACEAE,Arisaema,triphyll,ATRI,Birds,,No,NAmerica,,Drupe1,,,,7.2,0.203,0.011,,1.5,,5.4,19.21,0.21,90.8,0.035,0.055,0.359,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Liliopsida,Arecidae,Alismatales,Araceae,Heteropsis,jenmanii,71,9,ARACEAE,Heterops,jenmanii,HJEN,Birds,,No,NTAmerica,,Berry2,,,16.0,14.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Chamaerops,humilis,0,17,ARECACEA,Chamaero,humilis,CHUM,Mammals,,No,MEurope,,Drupe1,,,14.5,13.9,1.712,0.652,0.669,1.0,0.6690,38.1,17.12,11.16,23.9,0.013,0.032,0.772,0.036,0.183,"White, S.C. (1974)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Serenoa,repens,69,1,ARECACEA,Serenoa,repens,SREP,Mammals,,No,NAmerica,,Drupe1,,,21.9,18.3,4.980,,,,,,12.10,,,0.071,0.029,0.524,0.026,0.043,"White, S.C. (1974)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Chamaedorea,sp.,38,49,ARECACEA,Chamaedo,sp.,CHSP,Mixed,,No,NTAmerica,,Drupe1,,,11.5,9.4,0.413,0.029,0.366,1.0,0.3660,7.0,,,4.2,,,,,,"Snow, D.W. (1962)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Archontophoenix,alexandrae,43,4,ARECACEA,Archonto,alexandr,AALE,Mammals,,No,Australasia,,Drupe1,,,12.5,11.5,0.940,0.064,,,,6.8,,,80.6,0.031,0.069,,,,"Snow, D.W. (1962)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Astrocaryum,standleyanum,22,18,ARECACEA,Astrocar,standley,ASTA,Mammals,,Yes,NTAmerica,,Drupe1,,,,,,,,,,,17.58,,77.0,0.010,0.030,0.960,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Sabal,etonia,69,1,ARECACEA,Sabal,etonia,SETO,Mammals,,No,NAmerica,,Drupe1,,,13.8,14.1,1.290,,,,,,9.50,,,0.021,0.037,0.474,0.041,0.088,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Bactris,guienensis,38,49,ARECACEA,Bactris,guienens,BGUI,Mammals,,No,NTAmerica,,Drupe1,,,14.8,14.8,1.796,0.212,0.546,1.0,0.5460,11.8,,,57.8,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Astrocaryum,vulgare,60,2,ARECACEA,Astrocar,vulgare,AVUL,Mammals,,Yes,NTAmerica,,Drupe1,,,45.0,35.0,,,,,,,21.64,,43.5,0.436,0.007,0.250,,,"Snow, B.K. (1979)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Chamaedorea,caudata,7,38,ARECACEA,Chamaedo,caudata,CCAU,Birds,,No,NTAmerica,,Drupe1,,,,,4.486,0.250,,1.0,,,17.84,4.46,,0.110,0.090,0.700,,,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Attalea,regia,60,2,ARECACEA,Attalea,regia,AREG,Mammals,,Yes,NTAmerica,,Drupe1,,,60.0,30.0,,,,,,,14.36,,75.8,0.298,0.013,0.134,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Scheelea,zonensis,22,18,ARECACEA,Scheelea,zonensis,SZON,Mammals,,No,NTAmerica,,Drupe1,,,,,,,,1.0,,,29.97,,58.0,0.559,0.028,0.413,,,"White, S.C. (1974)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Chamaedorea,tepejilote,66,49,ARECACEA,Chamaedo,tepejilo,CTEP,Mixed,,No,NTAmerica,,Drupe1,,,,,,,,,,,14.31,,9.8,0.132,0.129,0.778,0.117,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Bactris,cuesa,1,39,ARECACEA,Bactris,cuesa,BCUE,Mammals,,No,NTAmerica,,Drupe1,,,,,4.100,,,1.0,,,24.36,,,0.390,0.130,0.480,,,"White, S.C. (1974)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Oenocarpus,cf.Sp.Nov.,71,9,ARECACEA,Oenocarp,cf.Sp.No,OEN1,Mixed,,No,NTAmerica,,Drupe1,,,17.0,12.0,,,,,,,,,,,,,,,"Abrahamson, W.G. and C.R. Abrahamson (1989)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Jessenia,oligocarpa,1,39,ARECACEA,Jessenia,oligocar,JOLI,Mixed,,No,NTAmerica,,Drupe1,,,,,16.800,,,1.0,,,22.73,,,0.260,0.050,0.690,,,"Abrahamson, W.G. and C.R. Abrahamson (1989)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Chamaedorea,wendlandiana,3,46,ARECACEA,Chamaedo,wendland,CWEN,Mixed,,No,NTAmerica,,Drupe1,,,,,0.692,0.057,0.250,,,8.2,18.46,1.05,84.9,0.157,0.144,0.549,0.150,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Astrocaryum,munbaca,71,9,ARECACEA,Astrocar,munbaca,AMUN,Mixed,,Yes,NTAmerica,,Drupe1,,,25.0,16.0,,,,,,,,,,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Roystonea,regia,3,46,ARECACEA,Roystone,regia,RREG,Mixed,,No,NTAmerica,,Drupe1,,,,,,,,,,,16.41,,,0.050,0.060,0.784,0.106,,"Atramentowicz, M. (1988)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Pinanga,khulii,3,46,ARECACEA,Pinanga,khulii,PKHU,Mixed,,No,NTAmerica,,Drupe1,,,,,0.653,0.057,0.285,,,8.7,,,,,,,,,"Beehler, B. (1983)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Elaeis,guineensis,75,35,ARECACEA,Elaeis,guineens,EGUI,Mammals,,No,Africa,,Drupe1,,,,,,,,,,,,,25.2,0.752,0.021,0.018,,0.104,"White, S.C. (1974)",,,,,,,,,
Liliopsida,Arecidae,Arecales,Arecaceae,Oenocarpus,bacaba,71,9,ARECACEA,Oenocarp,bacaba,OBAC,Mixed,,No,NTAmerica,,Drupe1,,,20.0,18.0,,,,,,,,,,,,,,,"Hladik, A. and C.M. Hladik (1969)",,,,,,,,,
Liliopsida,Arecidae,Pandanales,Cyclanthaceae,Carludovica,palmata,35,48,CYCLANTH,Carludov,palmata,CPAL,Mammals,,No,NTAmerica,,Berry2,,,,,0.630,0.074,0.150,55.0,0.0030,11.7,,,84.5,,,0.262,,,"Worthington, A.H. (1989)",,,,,,,,,
Liliopsida,Arecidae,Pandanales,Cyclanthaceae,Asplundia,vagans,58,7,CYCLANTH,Asplundi,vagans,AVAG,Mammals,,No,NTAmerica,,Berry2,,,,,,,,,,,1.88,,90.8,0.003,0.090,0.004,,,"Dinerstein, E. (1986)",,,,,,,,,
Liliopsida,Arecidae,Pandanales,Pandanaceae,Pandanus,conoideus,39,3,PANDANAC,Pandanus,conoideu,PCON,Mixed,,No,Australasia,,Drupe1,,,10.0,10.0,,,,,,,,,,,,,,,"Williams, C.K. (1982)",,,,,,,,,
Liliopsida,Liliidae,Dioscoreales,Dioscoreaceae,Tamus,communis,0,17,DIOSCORE,Tamus,communis,TCOM,Birds,,No,MEurope,,Berry2,,,11.8,10.8,0.713,0.058,0.087,4.5,0.0190,8.1,15.40,0.89,79.8,0.032,0.041,0.669,0.131,0.129,"Herrera, C.M. (1987)",,,,,,,,,
Liliopsida,Liliidae,Asparagales,Iridaceae,Iris,foetidissima,0,17,IRIDACEA,Iris,foetidis,IFOE,Birds,,No,MEurope,,Drupe1,,,7.5,7.1,0.192,0.043,0.057,1.0,0.0570,22.4,17.04,0.73,45.0,0.069,0.048,0.644,0.084,0.156,"Herrera, C.M. (1987)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Smilacina,paniculata,38,49,LILIACEA,Smilacin,panicula,SPAN,Birds,,No,NTAmerica,,Berry1,,,8.0,11.5,0.631,0.068,0.141,4.5,0.0640,10.7,16.91,1.15,66.6,0.024,0.038,0.910,0.028,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Disporum,hookeri,41,33,LILIACEA,Disporum,hookeri,DHOO,Birds,,No,NAmerica,,Berry2,,,,11.8,0.902,0.041,,3.9,,4.5,17.00,0.70,,0.062,0.055,0.806,0.077,0.175,"Eriksson, O. and J. Ehrlen (1991)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Asparagus,aphyllus,0,17,LILIACEA,Asparagu,aphyllus,AAPH,Birds,Small birds,No,MEurope,Liana,Berry1,Black,Monocolor,6.5,7.4,0.225,0.040,0.059,1.5,0.0390,17.8,,,56.1,,,,,,"Piper, J.K. (1986)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Ruscus,aculeatus,0,17,LILIACEA,Ruscus,aculeatu,RACU,Birds,,No,MEurope,,Other,,,11.1,11.9,0.984,0.142,0.243,1.4,0.1740,14.5,16.24,2.31,61.2,0.009,0.055,0.738,0.053,0.149,"Piper, J.K. (1986)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Asparagus,albus,0,17,LILIACEA,Asparagu,albus,AALB,Birds,Small birds,No,MEurope,Liana,Berry1,Red,Monocolor,5.8,6.5,0.148,0.029,0.028,1.1,0.0260,19.5,16.07,0.46,61.3,0.015,0.040,0.808,0.064,0.073,"French, K. (1991)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Disporum,trachycarpum,41,33,LILIACEA,Disporum,trachyca,DTRA,Birds,,No,NAmerica,,Berry2,,,,12.1,0.574,0.037,,6.7,,6.5,17.12,0.63,,0.062,0.057,0.811,0.070,0.062,"Herrera, C.M. (1987)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Smilacina,racemosa,3,46,LILIACEA,Smilacin,racemosa,SRAC,Birds,,No,NAmerica,,Berry1,,,,,0.216,0.029,0.035,,,13.4,17.96,0.52,80.8,0.074,0.026,0.867,0.033,,"Crome, F.H.J. (1975)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Clintonia,uniflora,41,33,LILIACEA,Clintoni,uniflora,CUNI,Birds,,No,NAmerica,,Berry2,,,,9.9,0.436,0.016,,6.8,,3.7,15.51,0.25,,0.031,0.060,0.785,0.124,0.132,"Eriksson, O. and J. Ehrlen (1991)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Ruscus,hypophyllum,0,17,LILIACEA,Ruscus,hypophyl,RHYP,Birds,,No,MEurope,,Other,,,14.4,11.3,1.049,0.055,0.240,1.6,0.1500,5.2,15.95,0.88,71.9,0.030,0.060,0.608,0.097,0.206,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Paris,quadrifolia,0,17,LILIACEA,Paris,quadrifo,PQUA,Birds,,No,NEurope,,Berry1,,,8.7,10.7,0.455,0.026,0.070,12.4,0.0060,5.7,,,78.9,,,,0.073,,"Williams, C.K. (1982)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Ripogonum,scandens,33,47,LILIACEA,Ripogonu,scandens,RSCA,Mixed,,No,Australasia,,Berry1,,,,,0.830,0.060,0.053,,,7.2,17.45,1.05,87.0,0.057,0.068,0.490,0.091,0.294,"Piper, J.K. (1986)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Polygonatum,multiflorum,74,10,LILIACEA,Polygona,multiflo,PMUL,Birds,,No,NEurope,,Berry1,,,,9.3,0.466,0.065,,2.6,,13.9,9.04,,83.5,0.012,0.067,0.436,,0.156,"Herrera, C.M. (1987)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Convallaria,majalis,0,17,LILIACEA,Convalla,majalis,CMAJ,Birds,,No,NEurope,,Berry1,,,10.0,8.5,0.375,0.064,0.045,3.5,0.0130,17.1,,,70.5,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Asparagus,setaceus,61,8,LILIACEA,Asparagu,setaceus,ASET,Birds,Small birds,No,Africa,Liana,Berry1,,,5.0,5.0,,,,,,,,,,,,,,,"Piper, J.K. (1986)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Smilacina,stellata,41,33,LILIACEA,Smilacin,stellata,SSTE,Birds,,No,NAmerica,,Berry1,,,,8.4,0.306,0.034,,2.2,,11.1,16.45,0.56,,0.010,0.029,0.926,0.035,0.073,"Viljoen, S. (1983)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Polygonatum,verticillatum,0,17,LILIACEA,Polygona,verticil,PVER,Birds,,No,MEurope,,Berry1,,,7.6,8.5,0.259,0.041,0.060,2.7,0.0220,15.7,16.74,0.68,61.2,0.017,0.025,0.842,0.026,0.090,"White, S.C. (1974)",,,,,,,,,
Liliopsida,Liliidae,Liliales,Liliaceae,Dianella,tasmanica,70,14,LILIACEA,Dianella,tasmanic,DTAS,Birds,,No,Australasia,,Berry1,,,,,1.037,0.093,0.028,3.8,0.0070,9.0,10.13,0.94,90.0,0.114,0.041,0.288,,,"Johnson, R.A., M.F. Willson, J.N. Thompson and R.I. Bertin (1985)",,,,,,,,,
